token_multiset_key,raw_label_count,token_sequence_count,combined_runner_rows,first_date,last_date,candidate_structure,has_same_race_variant_evidence,evidence_status,identity_relationship,decision_basis,confidence,mapping_method,database_action
al | b | chambers | et | h | j | perks | s,2,2,9,2015-04-18,2017-08-19,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | b | dassault | ecurie | et | laurent | weill,2,2,29,2021-05-30,2026-05-12,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | b | e | et | mrs | n | porter | porter | t,2,2,6,2023-10-21,2025-05-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | b | et | l | mathieson | r | smith,2,2,5,2015-05-02,2019-04-27,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | b | et | l | perry | petagna,2,2,31,2016-02-20,2025-12-13,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | b | et | m | mcclure | mcclure | mrs | r,2,2,16,2017-09-23,2026-04-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | baker | bjorn | c | e | et | holt | racing,2,2,27,2020-03-14,2025-11-04,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | barbarin | ecurie | et | galaxy | gilles | ii,2,2,49,2019-07-03,2026-05-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | barbarin | et | g | g | luyckx,2,2,8,2018-05-26,2019-11-11,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | barber | et | gary | stable | wachtel,2,2,75,2015-01-10,2026-05-03,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | beaunez | camille | dominique | duperret | et | mme,2,2,17,2023-08-06,2024-08-08,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | belladonna | brook | et | llc | racing | stables | twin,2,2,16,2023-07-08,2026-03-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | ben | et | foote | scott | williams,2,2,2,2022-01-01,2024-01-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | big | et | foote | investments | street | stud | think,2,2,2,2015-01-31,2016-04-16,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | big | et | ltd | pty | stud | think | westcode,2,2,16,2016-09-03,2025-04-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | bin | maktoum | maktoum | mohammed | sheikh,2,2,239,2015-01-08,2019-03-08,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | bischoff | et | harald | molks | steffen,2,2,6,2026-01-05,2026-04-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | bloch | column | et | l | llc | randall | six | stables,2,2,61,2015-01-03,2025-05-26,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | bloodstock | bloodstock | et | ltd | ltd | pty | pty | werrett | whitby,2,2,11,2018-03-10,2026-05-16,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | bloodstock | c | et | j | magic | racing | waller,2,2,63,2017-09-30,2024-06-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | bloodstock | duncan | et | j | mcalpine | ms | philippa,2,2,17,2023-11-04,2026-02-07,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | bloodstock | et | m | pilkington | seymour,2,2,9,2017-10-14,2024-09-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | blu | ecurie | elag | et | racing,2,2,29,2023-09-11,2026-05-24,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | border | ciaglia | et | exline | llc | llc | racing | racing,2,2,9,2016-08-06,2026-02-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | born | et | flynn | groll | l | manuela | mme | mme | susanne,2,2,3,2021-08-26,2025-11-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | born | et | l | mme | roger | straus | susanne,2,2,11,2019-10-06,2025-09-29,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | boualem | et | mekki | nunzio | ricignuolo,2,2,7,2023-02-25,2025-05-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | brillantissime | chauvigny | ecurie | equine | et | global | sasu,2,2,18,2020-10-18,2025-11-21,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | brillantissime | ecurie | et | fleche | la | racing,2,2,4,2020-10-15,2021-11-19,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | brockmuller | et | j | j | laming | mrs | r,2,2,15,2015-03-11,2019-03-09,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | brown | c | et | forder | josh | miss | racing,2,2,2,2025-04-26,2026-04-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | brown | d | et | frampton | h | m | r,2,2,2,2016-03-19,2021-05-15,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | c | costa | et | m | tognolini,2,2,6,2016-08-20,2021-05-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | c | d | dickinson | et | humphries | j | p,2,2,3,2015-04-01,2019-02-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | c | d | et | l | m | mills | mills | mrs,2,2,3,2018-05-05,2021-01-16,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | c | et | gerber | gordon | j,2,2,4,2019-06-01,2021-04-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | c | et | glentree | legh | ltd | pty | r | racing | racing,2,2,21,2021-08-21,2025-11-29,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | c | et | j | mrs | s | saric | saric,2,2,21,2015-04-30,2018-09-30,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | c | et | j | ms | parker | pawsey | r | r,2,2,2,2020-04-18,2025-12-13,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | c | et | legh | ltd | pty | pulitano | r | racing | thoroughbreds,2,2,7,2017-04-08,2019-10-19,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | c | et | legh | r | racing | stud | vinery,2,2,30,2015-02-21,2021-03-05,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | c | et | ltd | miller | pearce | pty | thoroughbreds | w,2,2,14,2015-02-21,2017-11-09,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | c | et | lupton | lupton | m | mrs | r,2,2,7,2018-03-03,2020-11-03,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | charles | couetil | ecomard | elevage | et,2,2,10,2023-09-22,2025-10-04,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
al | christian | et | gerome | salussolia | trecco,2,2,46,2019-03-31,2024-08-10,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
